time,latitude,longitude,depth,mag,place
2016-11-05T23:52:22.563Z,64.9787,-147.3669,0,1,"21km NNE of Badger, Alaska"
2016-11-05T23:50:46.132Z,58.7925,-153.6052,7.3,1.4,"128km NNW of Kodiak Station, Alaska"
2016-11-05T23:47:05.700Z,33.6681667,-117.9566667,13.33,2.09,"4km W of Costa Mesa, CA"
2016-11-05T23:38:17.980Z,-4.4047,153.6159,106.55,4.9,"65km E of Taron, Papua New Guinea"
2016-11-05T23:33:41.070Z,40.7426667,-121.5258333,8.06,1.87,"19km SE of Burney, CA"
2016-11-05T23:31:20.670Z,37.638,-118.8813333,5.94,0.84,"8km E of Mammoth Lakes, CA"
2016-11-05T23:30:32.770Z,33.9063333,-117.7583333,7.13,0.7,"5km ENE of Yorba Linda, CA"
2016-11-05T23:21:07.670Z,37.3156667,-98.0638333,1.4,1.94,"4km NW of Harper, Kansas"
2016-11-05T23:07:45.460Z,36.0218333,-120.9746667,9.72,1.55,"25km SSE of King City, CA"
2016-11-05T22:48:30.360Z,19.4045,-155.262,0.854,2,"3km SW of Volcano, Hawaii"
2016-11-05T22:38:09.940Z,38.8370018,-122.8066635,0.97,0.95,"7km WNW of Cobb, CA"
2016-11-05T22:36:06.770Z,35.9303333,-120.4845,4.09,0.71,"25km SSW of Coalinga, CA"
2016-11-05T22:25:43.690Z,33.9223333,-117.4655,10.24,1.26,"6km S of Pedley, CA"
2016-11-05T22:19:24.200Z,35.9325,-120.4826667,4.23,1.08,"25km SSW of Coalinga, CA"
2016-11-05T22:14:13.639Z,67.324,-143.439,11.2,1.5,"116km NE of Fort Yukon, Alaska"
2016-11-05T22:07:41.100Z,38.8071667,-122.776,0.34,1.17,"3km NNW of The Geysers, CA"
2016-11-05T22:05:00.035Z,63.1195,-151.4347,3.5,0.9,"111km NW of Talkeetna, Alaska"
2016-11-05T22:04:56.380Z,37.457,-118.8503333,5.76,1.09,"23km SSE of Mammoth Lakes, CA"
2016-11-05T21:55:55.770Z,38.3295,-118.1561,9.2,0.1,"46km ESE of Hawthorne, Nevada"
2016-11-05T21:50:25.200Z,36.4159,-116.9964,2.6,0.2,"58km SSW of Beatty, Nevada"
2016-11-05T21:35:09.353Z,36.7272,-117.3741,5.4,0.7,"58km WSW of Beatty, Nevada"
2016-11-05T21:23:09.050Z,36.7348333,-117.3771667,0.78,1.07,"25km NW of Stovepipe Wells, CA"
2016-11-05T21:14:54.930Z,45.6325,-112.3025,4.62,0.48,"30km SSW of Whitehall, Montana"
2016-11-05T21:09:22.247Z,64.9737,-148.8629,15.8,0.4,"42km WNW of Ester, Alaska"
2016-11-05T21:01:05.150Z,35.5428333,-84.7075,20.07,2.23,"8km ENE of Decatur, Tennessee"
2016-11-05T20:51:09.080Z,37.804,-111.8326667,8.94,1.48,"20km W of Escalante, Utah"
2016-11-05T20:50:24.060Z,45.7071667,-112.1263333,6.12,0.52,"18km S of Whitehall, Montana"
2016-11-05T20:43:24.340Z,35.9155,3.9742,10,4.2,"18km E of Sidi Aissa, Algeria"
2016-11-05T20:40:20.483Z,62.2395,-141.6593,5,1.5,"139km SSE of Tok, Alaska"
2016-11-05T20:39:30.350Z,36.4951667,-121.0415,6.71,0.98,"26km ENE of Soledad, CA"
2016-11-05T20:37:48.800Z,19.3846667,-155.0813333,3.166,0.99,"14km S of Fern Acres, Hawaii"
2016-11-05T20:13:07.000Z,18.0534,-67.0507,16,1.6,"0km ENE of Lajas, Puerto Rico"
2016-11-05T19:53:58.540Z,64.856,-147.2624,9.1,0.1,"12km NNE of North Pole, Alaska"
2016-11-05T19:48:48.440Z,37.5325,-112.324,4.8,1.66,"33km SSE of Panguitch, Utah"
2016-11-05T19:39:27.738Z,57.5154,-154.6034,44.7,1.9,"37km W of Larsen Bay, Alaska"
2016-11-05T19:38:22.410Z,38.7975,-122.8071667,1.29,0.39,"4km WNW of The Geysers, CA"
2016-11-05T19:34:44.450Z,35.0706667,-118.4078333,6.01,1.5,"8km SSE of Tehachapi, CA"
2016-11-05T19:32:51.310Z,19.4053333,-155.2638333,1.304,1.71,"3km SW of Volcano, Hawaii"
2016-11-05T19:25:07.165Z,63.4777,-150.0048,108.3,1.1,"53km W of Cantwell, Alaska"
2016-11-05T19:20:31.640Z,37.479,-118.8805,1.08,0.58,"20km SSE of Mammoth Lakes, CA"
2016-11-05T19:15:01.820Z,36.0028333,-120.5605,3.19,0.36,"23km SW of Coalinga, CA"
2016-11-05T19:14:40.029Z,53.1365,-164.5752,33.9,3,"136km SE of Akutan, Alaska"
2016-11-05T19:08:42.948Z,62.3892,-152.8646,12.7,0.7,"142km W of Talkeetna, Alaska"
2016-11-05T19:05:28.458Z,65.9468,-147.2137,13.5,2.5,"111km SW of Fort Yukon, Alaska"
2016-11-05T18:58:44.470Z,38.8141667,-122.8078333,1.2,0.56,"6km NW of The Geysers, CA"
2016-11-05T18:54:10.740Z,38.8291664,-122.8116684,0.43,0.54,"7km W of Cobb, CA"
2016-11-05T18:50:34.000Z,64.871,-148.5424,-0.6,0.1,"25km W of Ester, Alaska"
2016-11-05T18:50:28.800Z,62.178,-150.426,8.6,0.9,"23km SW of Talkeetna, Alaska"
2016-11-05T18:47:49.943Z,65.2706,-148.9536,5,1.3,"64km NW of Ester, Alaska"
2016-11-05T18:42:58.243Z,38.6678,-118.7738,12.3,0.6,"20km NW of Hawthorne, Nevada"
2016-11-05T18:33:16.990Z,38.836834,-122.7826691,1.1,0.95,"5km WNW of Cobb, CA"
2016-11-05T18:27:43.508Z,60.945,-147.5465,14.8,1.2,"64km ENE of Whittier, Alaska"
2016-11-05T18:15:05.258Z,37.459,-113.7228,5.8,0.8,"12km S of Enterprise, Utah"
2016-11-05T18:10:25.335Z,63.1105,-151.5295,6.6,1,"113km NW of Talkeetna, Alaska"
2016-11-05T18:09:41.360Z,35.4473333,-120.7446667,4.6,0.71,"8km SW of Atascadero, CA"
2016-11-05T18:06:08.510Z,38.8188324,-122.8161697,2.11,0.43,"6km NW of The Geysers, CA"
2016-11-05T18:05:11.725Z,61.2477,-151.4363,70.3,1.3,"62km N of Nikiski, Alaska"
2016-11-05T18:03:38.152Z,51.4884,-178.5621,12.4,2.1,"45km NE of Amatignak Island, Alaska"
2016-11-05T17:36:18.874Z,38.4484,-118.4089,9.1,-0.2,"20km ESE of Hawthorne, Nevada"
2016-11-05T17:24:08.100Z,19.6863333,-156.0931667,7.264,2.72,"17km WNW of Kailua-Kona, Hawaii"
2016-11-05T17:23:38.720Z,19.4043333,-155.2968333,3.876,0.1,"4km WNW of Volcano, Hawaii"
2016-11-05T17:20:52.791Z,59.3475,-151.7842,50.2,1.6,"35km SSW of Homer, Alaska"
2016-11-05T17:18:16.130Z,40.5205,-122.0176667,8.23,1.12,"11km WNW of Shingletown, CA"
2016-11-05T17:17:51.140Z,19.4036667,-155.2675,1.204,0.83,"4km SW of Volcano, Hawaii"
2016-11-05T17:15:41.410Z,41.2445,-114.0938333,5.91,1.59,"56km N of West Wendover, Nevada"
2016-11-05T17:10:30.165Z,65.3335,-149.0011,3.9,0.9,"71km NW of Ester, Alaska"
2016-11-05T17:01:14.464Z,53.7755,-165.0169,49.4,2.9,"63km SE of Akutan, Alaska"
2016-11-05T16:41:40.784Z,63.5265,-150.8866,9.5,0.8,"97km W of Cantwell, Alaska"
2016-11-05T16:37:33.897Z,63.5215,-150.8883,6.4,1.2,"97km W of Cantwell, Alaska"
2016-11-05T16:32:10.546Z,62.9953,-150.4928,96.6,1.4,"77km NNW of Talkeetna, Alaska"
2016-11-05T16:10:20.350Z,38.822834,-122.8580017,2.83,0.74,"10km WNW of The Geysers, CA"
2016-11-05T16:03:10.584Z,37.323,-114.6444,8.2,1.3,"34km SSW of Caliente, Nevada"
2016-11-05T16:00:59.360Z,38.8313332,-122.803833,1.49,0.43,"7km W of Cobb, CA"
2016-11-05T15:57:10.970Z,61.8177,-149.6163,35.9,2.8,"21km N of Meadow Lakes, Alaska"
2016-11-05T15:51:27.710Z,-28.0931,-177.2264,133.83,4.6,"145km NNE of Raoul Island, New Zealand"
2016-11-05T15:49:13.160Z,51.1866,-173.928,25.8,2.4,"113km S of Atka, Alaska"
2016-11-05T15:40:31.330Z,36.3404,-96.7724,5,2.9,"2km E of Pawnee, Oklahoma"
2016-11-05T15:33:49.132Z,61.2493,-147.0145,14.8,1.1,"38km WNW of Valdez, Alaska"
2016-11-05T15:29:31.549Z,36.8449,-115.1841,0,0.8,"55km WNW of Moapa Town, Nevada"
2016-11-05T15:17:38.710Z,37.7908333,-120.0035,29.18,2.13,"28km SE of Tuolumne City, CA"
2016-11-05T15:16:46.040Z,38.8328333,-122.8468333,2.61,1.15,"9km NW of The Geysers, CA"
2016-11-05T14:56:44.250Z,37.6166667,-122.4536667,5.65,0.69,"2km E of Pacifica, CA"
2016-11-05T14:54:09.102Z,36.9836,-115.975,9.4,-0.2,"70km E of Beatty, Nevada"
2016-11-05T14:46:39.725Z,36.7155,-115.4859,0,1.4,"64km NW of Nellis Air Force Base, Nevada"
2016-11-05T14:45:00.832Z,57.4029,-155.483,76.8,1.8,"91km W of Larsen Bay, Alaska"
2016-11-05T14:43:50.850Z,32.7908333,-116.5711667,16.19,1.15,"5km SW of Pine Valley, CA"
2016-11-05T14:37:52.740Z,44.7055,-111.003,7.68,1.21,"9km ENE of West Yellowstone, Montana"
2016-11-05T14:31:38.840Z,6.3876,126.892,92.67,4.6,"79km E of Pondaguitan, Philippines"
2016-11-05T14:27:57.420Z,38.8333321,-122.8470001,1.34,0.68,"10km W of Cobb, CA"
2016-11-05T14:25:01.870Z,44.7063333,-111.0021667,7.73,1.15,"9km ENE of West Yellowstone, Montana"
2016-11-05T14:20:09.613Z,62.9998,-151.0767,117.4,1.3,"90km NNW of Talkeetna, Alaska"
2016-11-05T13:46:37.946Z,50.6997,-173.3623,24.7,2.5,"176km SSE of Atka, Alaska"
2016-11-05T13:42:11.640Z,39.035,-123.1158333,6.06,2.13,"11km SSE of Talmage, CA"
2016-11-05T13:26:56.303Z,37.1335,-117.6031,8.4,1.4,"61km E of Big Pine, CA"
2016-11-05T13:19:10.370Z,45.714,-111.9038333,6.17,-0.06,"23km SE of Whitehall, Montana"
2016-11-05T13:18:15.410Z,-54.9817,-129.6014,10,5.3,Pacific-Antarctic Ridge
2016-11-05T13:11:38.038Z,62.2314,-141.6825,5.5,1.3,"139km SSE of Tok, Alaska"
2016-11-05T12:42:25.997Z,60.085,-139.5204,0,1.5,"61km N of Yakutat, Alaska"
2016-11-05T12:37:10.960Z,38.8354988,-122.7829971,1.23,0.88,"5km WNW of Cobb, CA"
2016-11-05T12:24:26.853Z,38.4715,-118.3718,3.9,0.2,"22km ESE of Hawthorne, Nevada"
2016-11-05T12:06:02.340Z,38.7511673,-122.6893311,-0.38,1.12,"6km W of Middletown, CA"
2016-11-05T12:04:52.350Z,33.6986667,-116.8201667,8.41,0.45,"9km SE of Valle Vista, CA"
2016-11-05T11:59:08.590Z,19.3488333,-155.3,2.946,1.53,"11km SW of Volcano, Hawaii"
2016-11-05T11:58:09.548Z,61.411,-150.688,58.2,1.3,"40km WSW of Big Lake, Alaska"
2016-11-05T11:56:08.430Z,45.3326667,-121.7111667,1.62,0.51,"21km E of Mount Hood Village, Oregon"
2016-11-05T11:53:26.584Z,36.8331,-117.438,11.5,0.5,"61km ENE of Lone Pine, CA"
2016-11-05T11:52:50.250Z,36.1767,-96.8564,2.03,2.8,"15km WNW of Yale, Oklahoma"
2016-11-05T11:51:07.640Z,63.4661,-148.769,3.2,1.6,"12km NE of Cantwell, Alaska"
2016-11-05T11:49:05.280Z,19.3565,-155.31,25.791,1.58,"11km SW of Volcano, Hawaii"
2016-11-05T11:42:53.259Z,60.2792,-152.7091,98.6,1.4,"23km S of Redoubt Volcano, Alaska"
2016-11-05T11:33:43.936Z,64.7801,-147.4988,8.2,0.1,"2km SE of Badger, Alaska"
2016-11-05T11:33:06.860Z,37.4655,-121.794,9.83,1.6,"9km NNE of East Foothills, CA"
2016-11-05T11:28:07.955Z,51.9264,-173.2478,40.3,2.5,"71km ESE of Atka, Alaska"
2016-11-05T11:15:24.838Z,36.797,-116.235,3.6,0.1,"48km ESE of Beatty, Nevada"
2016-11-05T11:03:54.274Z,51.513,-178.9185,74.2,2.1,"30km NNE of Amatignak Island, Alaska"
2016-11-05T10:58:57.648Z,53.6504,-163.259,16.2,2.3,"134km S of False Pass, Alaska"
2016-11-05T10:56:34.613Z,61.9741,-140.8142,5.9,2.2,"188km SE of Tok, Alaska"
2016-11-05T10:55:12.557Z,61.3723,-147.1519,15,2.1,"50km WNW of Valdez, Alaska"
2016-11-05T10:45:50.710Z,63.3901,-151.1764,6,1.3,"111km W of Cantwell, Alaska"
2016-11-05T10:25:16.480Z,33.1151667,-115.6135,9.47,1.65,"9km N of Westmorland, CA"
2016-11-05T10:25:12.475Z,38.6689,-118.7827,9.9,0.4,"21km NW of Hawthorne, Nevada"
2016-11-05T10:21:06.252Z,61.8505,-150.2679,43.8,2,"16km NW of Willow, Alaska"
2016-11-05T09:59:26.617Z,36.7145,-116.0638,4.8,0.1,"56km N of Pahrump, Nevada"
2016-11-05T09:55:20.136Z,63.27,-150.4884,126,1.6,"78km W of Cantwell, Alaska"
2016-11-05T09:39:43.990Z,36.3082,-96.6524,5,3.7,"13km ESE of Pawnee, Oklahoma"
2016-11-05T09:37:40.886Z,58.9402,-136.7774,0.8,2.1,"82km WSW of Haines, Alaska"
2016-11-05T09:20:19.730Z,37.4334,-97.7095,5,2.9,"7km NW of Conway Springs, Kansas"
2016-11-05T09:18:28.214Z,37.0489,-117.7612,0,0.7,"48km ESE of Big Pine, CA"
2016-11-05T08:54:45.767Z,55.3598,-158.3744,9.8,2.6,"98km NE of Chernabura Island, Alaska"
2016-11-05T08:53:39.203Z,62.0439,-145.1344,9.9,0.8,"22km ESE of Glennallen, Alaska"
2016-11-05T08:47:38.489Z,59.7287,-153.253,106.2,1.7,"80km W of Anchor Point, Alaska"
2016-11-05T08:45:30.410Z,62.4322,-151.6858,2.2,1,"82km W of Talkeetna, Alaska"
2016-11-05T08:44:34.580Z,38.8028336,-122.82267,2.83,0.88,"6km WNW of The Geysers, CA"
2016-11-05T08:40:52.874Z,58.814,-153.6512,1,1.5,"126km SE of Old Iliamna, Alaska"
2016-11-05T08:34:36.780Z,38.7528343,-122.6991653,0.85,1.06,"5km ESE of The Geysers, CA"
2016-11-05T08:34:27.060Z,37.7771667,-121.97,6.2,1.06,"0km ESE of San Ramon, CA"
2016-11-05T08:22:36.644Z,63.0221,-149.4252,83.3,1.2,"47km SSW of Cantwell, Alaska"
2016-11-05T08:21:14.000Z,-39.729,-73.817,11.3,4,"37km WNW of Corral, Chile"
2016-11-05T08:17:44.220Z,34.3038333,-116.9943333,8.09,1.02,"10km NW of Big Bear Lake, CA"
2016-11-05T08:16:15.787Z,64.3295,-149.7071,11.9,1.6,"39km SW of North Nenana, Alaska"
2016-11-05T08:13:09.610Z,35.9891667,-117.8965,3.64,0.15,"6km N of Little Lake, CA"
2016-11-05T08:10:39.770Z,67.1346,-138.8903,18.9,2.5,"63km SE of Old Crow, Canada"
2016-11-05T08:05:17.842Z,61.2034,-152.4197,130.1,1.6,"81km NNE of Redoubt Volcano, Alaska"
2016-11-05T08:01:32.137Z,39.3284,-119.9701,10.2,0.4,"8km N of Incline Village, Nevada"
2016-11-05T07:50:06.135Z,61.5758,-151.1204,68.2,1.4,"60km WSW of Willow, Alaska"
2016-11-05T07:28:40.675Z,37.743,-113.8518,13.3,0.1,"22km NNW of Enterprise, Utah"
2016-11-05T07:24:26.900Z,34.1483333,-116.8476667,10.83,1.39,"12km SSE of Big Bear Lake, CA"
2016-11-05T07:23:52.644Z,65.4066,-144.7354,2.9,1.2,"7km SSW of Circle Hot Springs Station, Alaska"
2016-11-05T07:14:16.247Z,61.1688,-147.1442,0,1.3,"43km W of Valdez, Alaska"
2016-11-05T07:12:35.755Z,40.1432,-120.221,13.2,0.8,"30km ESE of Janesville, CA"
2016-11-05T07:10:54.100Z,62.2507,-141.6637,6.8,0.9,"138km SSE of Tok, Alaska"
2016-11-05T07:10:13.670Z,37.5773333,-118.8461667,4.77,0.67,"13km SE of Mammoth Lakes, CA"
2016-11-05T06:57:54.173Z,59.6813,-152.3654,73.8,1.7,"31km WSW of Anchor Point, Alaska"
2016-11-05T06:55:56.520Z,19.3908333,-155.247,2.336,1.45,"4km SSW of Volcano, Hawaii"
2016-11-05T06:53:13.770Z,38.8241653,-122.8426666,1.79,0.75,"9km NW of The Geysers, CA"
2016-11-05T06:51:55.527Z,63.0933,-148.8826,15,0.7,"33km S of Cantwell, Alaska"
2016-11-05T06:44:05.101Z,59.611,-150.8444,51.1,1.7,"28km ESE of Fritz Creek, Alaska"
2016-11-05T06:41:26.110Z,66.0284,-147.9373,7.5,1,"130km N of College, Alaska"
2016-11-05T06:36:10.127Z,58.831,-153.6638,8.5,1.3,"124km SE of Old Iliamna, Alaska"
2016-11-05T06:33:12.017Z,60.9559,-150.999,20,1.2,"33km NNE of Nikiski, Alaska"
2016-11-05T06:23:35.920Z,38.8221667,-122.8433333,2.24,-0.03,"9km WNW of The Geysers, CA"
2016-11-05T06:22:47.870Z,38.8188333,-122.9441667,1.03,1.41,"6km ENE of Cloverdale, CA"
2016-11-05T06:21:40.970Z,45.0611667,-112.8555,5.85,0.64,"24km SW of Dillon, Montana"
2016-11-05T06:18:05.500Z,37.428,-119.5618333,2.86,1.54,"13km NE of Oakhurst, CA"
2016-11-05T06:15:42.220Z,38.8230019,-122.8479996,1.67,0.36,"9km WNW of The Geysers, CA"
2016-11-05T06:15:30.640Z,38.822,-122.848,2.02,0.67,"9km WNW of The Geysers, CA"
2016-11-05T06:14:12.910Z,36.0726667,-117.636,2.16,0.92,"28km E of Coso Junction, CA"
2016-11-05T06:12:05.950Z,34.1563333,-116.6993333,8.23,1.42,"16km NW of Morongo Valley, CA"
2016-11-05T06:09:13.203Z,51.7323,-178.8046,26.3,1.9,"48km WSW of Tanaga Volcano, Alaska"
2016-11-05T05:56:44.833Z,38.4756,-118.369,3.8,0.8,"22km ESE of Hawthorne, Nevada"
2016-11-05T05:46:07.460Z,30.7671,-41.0986,10,5,Northern Mid-Atlantic Ridge
2016-11-05T05:45:43.106Z,54.6392,-161.6582,59.8,2,"91km SE of Cold Bay, Alaska"
2016-11-05T05:45:00.080Z,37.6455,-118.8776667,4.04,-0.21,"8km E of Mammoth Lakes, CA"
2016-11-05T05:44:43.955Z,58.8141,-153.5682,3.3,1.5,"129km NNW of Kodiak Station, Alaska"
2016-11-05T05:42:23.705Z,63.4988,-151.2188,7.9,2.2,"113km W of Cantwell, Alaska"
2016-11-05T05:40:57.670Z,9.9203,126.6018,49.91,4.7,"50km ENE of General Luna, Philippines"
2016-11-05T05:40:07.225Z,51.9912,-176.239,102.2,1.8,"31km ENE of Adak, Alaska"
2016-11-05T05:34:57.820Z,40.4648333,-121.5193333,2.84,0.25,"30km NW of Chester, CA"
2016-11-05T05:25:59.177Z,61.6695,-146.3949,26.4,1.2,"60km N of Valdez, Alaska"
2016-11-05T05:24:19.120Z,40.5996667,-121.7075,2.59,2.14,"19km NE of Shingletown, CA"
2016-11-05T05:04:44.290Z,35.9595,-117.9503333,4.71,0.92,"5km WNW of Little Lake, CA"
2016-11-05T04:51:51.970Z,61.4309,-152.5314,4.5,0.9,"105km N of Redoubt Volcano, Alaska"
2016-11-05T04:48:54.993Z,64.8322,-171.4656,8.8,2.9,"75km S of Lorino, Russia"
2016-11-05T04:36:16.352Z,62.0453,-144.1589,6.4,1,"60km NNE of Chitina, Alaska"
2016-11-05T04:35:04.840Z,33.8685,-116.8171667,11.27,0.92,"6km SSW of Cabazon, CA"
2016-11-05T04:31:55.480Z,19.4058333,-155.2956667,1.341,1.16,"6km WSW of Volcano, Hawaii"
2016-11-05T04:26:00.450Z,38.7968333,-122.7708333,3.27,1.88,"2km NNW of The Geysers, CA"
2016-11-05T04:07:10.900Z,38.7725,-122.7073333,2.64,1.47,"4km E of The Geysers, CA"
2016-11-05T04:04:42.413Z,38.4727,-118.3726,3.6,0.6,"22km ESE of Hawthorne, Nevada"
2016-11-05T03:57:39.370Z,45.677,-112.1255,6.21,0.4,"21km S of Whitehall, Montana"
2016-11-05T03:54:09.810Z,14.0357,145.3497,83.61,4.9,"20km SE of Rota, Northern Mariana Islands"
2016-11-05T03:52:44.078Z,64.7892,-148.1323,10.8,0.2,"8km SW of Ester, Alaska"
2016-11-05T03:27:20.230Z,38.1585,-118.1969,9.2,0.5,"55km SE of Hawthorne, Nevada"
2016-11-05T03:14:49.841Z,58.127,-154.0988,75,2.2,"65km N of Larsen Bay, Alaska"
2016-11-05T03:10:40.742Z,63.5165,-150.9721,8,0.9,"101km W of Cantwell, Alaska"
2016-11-05T02:59:57.467Z,63.0077,-149.5129,82,1.1,"51km SSW of Cantwell, Alaska"
2016-11-05T02:59:13.520Z,37.5243333,-121.8286667,3.43,1.24,"12km NNE of Milpitas, CA"
2016-11-05T02:48:37.350Z,19.406,-155.2945,1.208,2.8,"6km WSW of Volcano, Hawaii"
2016-11-05T02:38:28.910Z,19.4893341,-155.4561615,5.11,2.25,"23km WNW of Volcano, Hawaii"
2016-11-05T02:20:34.650Z,43.278,-110.2123333,6,1.31,"46km E of Hoback, Wyoming"
2016-11-05T02:16:27.155Z,51.3767,-177.0721,37.4,1.6,"62km SSW of Adak, Alaska"
2016-11-05T02:09:18.102Z,59.1242,-152.0915,58.8,1.6,"65km SSW of Homer, Alaska"
2016-11-05T02:03:25.350Z,36.0651667,-117.7231667,1,1.21,"20km E of Coso Junction, CA"
2016-11-05T01:59:59.200Z,17.8586,-65.6451,8,2.7,"29km ESE of Emajagua, Puerto Rico"
2016-11-05T01:51:46.049Z,60.1449,-152.4081,82.5,1.4,"42km SSE of Redoubt Volcano, Alaska"
2016-11-05T01:48:11.630Z,33.6976667,-116.7418333,15.78,0.91,"5km SSW of Idyllwild, CA"
2016-11-05T01:43:16.849Z,63.7863,-149.129,120.2,1.2,"11km SW of Healy, Alaska"
2016-11-05T01:42:18.410Z,38.8231659,-122.8125,2.22,0.18,"7km W of Cobb, CA"
2016-11-05T01:38:02.300Z,18.493,-67.5241,13,3.1,"33km WNW of Rincon, Puerto Rico"
2016-11-05T01:28:15.269Z,51.5225,-178.1925,12.3,2.4,"40km S of Tanaga Volcano, Alaska"
2016-11-05T01:27:40.984Z,61.4714,-146.2452,29.5,1.1,"38km N of Valdez, Alaska"
2016-11-05T01:27:22.770Z,38.8101667,-122.8128333,1.45,1.02,"6km NW of The Geysers, CA"
2016-11-05T01:22:00.706Z,58.7895,-153.515,0.9,1.5,"126km NNW of Kodiak Station, Alaska"
2016-11-05T01:15:25.866Z,60.7586,-137.7698,2.1,0.9,"14km W of Haines Junction, Canada"
2016-11-05T01:10:18.620Z,36.6,-121.2101667,8.46,2.54,"22km NNE of Soledad, CA"
2016-11-05T01:07:30.580Z,36.0125,-117.804,1.21,1.38,"12km NE of Little Lake, CA"
2016-11-05T01:07:01.190Z,33.471,-116.5193333,12.36,1.37,"17km ESE of Anza, CA"
2016-11-05T01:03:13.300Z,38.8143349,-122.8098297,3.21,0.51,"6km NW of The Geysers, CA"
2016-11-05T01:01:06.120Z,59.895,-152.2021,69.2,2.1,"24km WNW of Anchor Point, Alaska"
2016-11-05T00:53:32.630Z,12.0588,143.8091,35,4.7,"162km SW of Merizo Village, Guam"
2016-11-05T00:50:20.933Z,62.1952,-152.0329,10.1,1.1,"100km W of Talkeetna, Alaska"
2016-11-05T00:41:46.823Z,63.0579,-151.584,1,1.3,"111km NW of Talkeetna, Alaska"
2016-11-05T00:34:19.029Z,58.812,-153.6181,9.9,1.5,"128km SE of Old Iliamna, Alaska"
2016-11-05T00:32:23.170Z,47.9205,-114.1985,0.02,0.22,"11km S of Lakeside, Montana"
2016-11-05T00:32:17.165Z,58.7865,-153.6179,8.9,1.3,"128km NNW of Kodiak Station, Alaska"
2016-11-05T00:27:50.280Z,32.9645,-115.5671667,12.66,1.51,"4km WSW of Brawley, CA"
2016-11-05T00:17:31.148Z,53.4919,-163.2102,52.1,2.8,"151km S of False Pass, Alaska"
2016-11-05T00:06:27.697Z,60.4931,-143.0571,3.9,0.9,"58km NW of Cape Yakataga, Alaska"
2016-11-05T00:05:32.237Z,61.7052,-148.5403,38.6,0.8,"19km ESE of Sutton-Alpine, Alaska"
2016-11-05T00:05:15.013Z,63.3278,-152.4614,13.2,0.9,"163km NW of Talkeetna, Alaska"
2016-11-05T00:04:14.428Z,53.7886,-164.8715,68.5,2,"70km ESE of Akutan, Alaska"
2016-11-04T23:55:10.000Z,40.6038333,-121.7076667,3.09,0.98,"19km NE of Shingletown, CA"
2016-11-04T23:52:41.480Z,38.8371658,-122.7716675,1.85,0.97,"4km WNW of Cobb, CA"
2016-11-04T23:52:27.714Z,58.8076,-153.5985,4.6,1.4,"129km NNW of Kodiak Station, Alaska"
2016-11-04T23:52:21.170Z,38.8376656,-122.7821655,2.1,0.76,"5km WNW of Cobb, CA"
2016-11-04T23:50:29.938Z,53.2242,-165.5676,14.1,1.8,"96km SE of Unalaska, Alaska"
2016-11-04T23:44:36.419Z,60.0844,-153.0275,117.1,1.8,"47km SSW of Redoubt Volcano, Alaska"
2016-11-04T23:44:21.310Z,69.3606,-147.4178,3.7,1.2,"105km SSE of Prudhoe Bay, Alaska"
2016-11-04T23:36:05.560Z,19.1528339,-155.4908295,35.92,2.05,"5km S of Pahala, Hawaii"
2016-11-04T23:31:53.368Z,65.198,-149.0206,11.3,0.3,"61km NW of Ester, Alaska"
2016-11-04T23:26:48.250Z,2.8662,95.4824,29.27,5,"108km WNW of Sinabang, Indonesia"
2016-11-04T23:23:27.300Z,-37.5235,179.2126,10,4.6,"164km NE of Gisborne, New Zealand"
2016-11-04T23:15:44.258Z,59.9513,-153.1717,117.7,1.7,"64km SSW of Redoubt Volcano, Alaska"
2016-11-04T23:14:54.690Z,38.7876663,-122.7556686,0.28,0.61,"1km N of The Geysers, CA"
2016-11-04T23:08:40.858Z,64.9903,-147.3451,0,1.4,"23km NNE of Badger, Alaska"
2016-11-04T23:08:36.786Z,37.4483,-116.0619,6.6,0.3,"79km W of Alamo, Nevada"
2016-11-04T23:06:45.220Z,36.1486,-97.6535,2.74,3.3,"22km ENE of Hennessey, Oklahoma"
2016-11-04T23:01:54.000Z,62.1272,-154.789,10,0.9,"101km SSE of McGrath, Alaska"
2016-11-04T23:00:52.689Z,39.6905,-119.9704,7.4,0.5,"1km NNE of Cold Springs, Nevada"
2016-11-04T22:59:16.680Z,47.4903333,-121.9315,20.22,2.23,"5km ENE of Mirrormont, Washington"
2016-11-04T22:54:00.170Z,40.1733333,-122.795,7.07,2.05,"37km WNW of Rancho Tehama Reserve, CA"
2016-11-04T22:51:29.823Z,59.9075,-151.8836,52.1,2.1,"14km NNW of Anchor Point, Alaska"
2016-11-04T22:48:12.746Z,58.2689,-154.9888,0.2,1.5,"100km NW of Larsen Bay, Alaska"
2016-11-04T22:47:59.900Z,38.8294983,-122.8050003,1.41,0.84,"7km W of Cobb, CA"
2016-11-04T22:47:15.811Z,59.7824,-153.6846,137.4,1.8,"69km E of Old Iliamna, Alaska"
2016-11-04T22:45:48.210Z,19.3316667,-155.1278333,7.186,2.91,"15km SE of Volcano, Hawaii"
2016-11-04T22:43:14.700Z,18.121,-67.1398,19,1.6,"2km SSW of Hormigueros, Puerto Rico"
2016-11-04T22:38:36.470Z,38.8365,-122.8393333,2.59,1.18,"9km NW of The Geysers, CA"
2016-11-04T22:37:38.933Z,60.8224,-151.2282,64.8,1.2,"15km NNE of Nikiski, Alaska"
